,Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,lastTransfer,agentsTransfer
95,1974.217,0,0,1,436068,624.0,European Paintings,1974.0,Painting,Christ Enthroned with Saints,,,,,,16180,Artist, ,Bernardo Daddi,"Italian, Florence (?) ca. 1290–1348 Florence", ,"Daddi, Bernardo",Italian,1290      ,1348      ,,http://vocab.getty.edu/page/ulan/500004953,https://www.wikidata.org/wiki/Q366562,ca. 1325,1320,1330,"Tempera on wood, gold ground","Irregular, 7 1/2 x 9 in. (19.1 x 22.9 cm)","Bequest of Harriet H. Jonas, 1974",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436068,https://www.wikidata.org/wiki/Q19911968,,"Metropolitan Museum of Art, New York, NY",Men|Women|Saints|Christ,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q642420,Bequest,Harriet H. Jonas
96,43.98.3,0,0,1,436069,624.0,European Paintings,1943.0,"Painting, predella panel",Saint Reparata before the Emperor Decius,,,,,,16180,Artist, ,Bernardo Daddi,"Italian, Florence (?) ca. 1290–1348 Florence", ,"Daddi, Bernardo",Italian,1290      ,1348      ,,http://vocab.getty.edu/page/ulan/500004953,https://www.wikidata.org/wiki/Q366562,ca. 1338–40,1333,1343,Tempera on wood,Overall 12 3/4 x 16 in. (32.4 x 40.6 cm); painted surface 10 1/2 x 13 7/8 in. (26.7 x 35.2 cm),"Maitland F. Griggs Collection, Bequest of Maitland F. Griggs, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436069,https://www.wikidata.org/wiki/Q19911806,,"Metropolitan Museum of Art, New York, NY",Men|Women|Saints|Interiors,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300391239,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q2998430,Collection,Maitland F. Griggs
97,43.98.4,0,0,1,436070,,European Paintings,1943.0,"Painting, predella panel",Saint Reparata Being Prepared for Execution,,,,,,16180,Artist, ,Bernardo Daddi,"Italian, Florence (?) ca. 1290–1348 Florence", ,"Daddi, Bernardo",Italian,1290      ,1348      ,,http://vocab.getty.edu/page/ulan/500004953,https://www.wikidata.org/wiki/Q366562,,1327,1348,"Tempera on wood, gold ground",9 5/8 x 13 5/8 in. (24.4 x 34.6 cm),"Maitland F. Griggs Collection, Bequest of Maitland F. Griggs, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436070,https://www.wikidata.org/wiki/Q19911865,,"Metropolitan Museum of Art, New York, NY",Men|Women|Saints,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43115,Collection,Maitland F. Griggs
98,41.190.15,0,0,1,436071,,European Paintings,1941.0,"Painting, predella panel",Saint Reparata Tortured with Red-Hot Irons,,,,,,16180,Artist, ,Bernardo Daddi,"Italian, Florence (?) ca. 1290–1348 Florence", ,"Daddi, Bernardo",Italian,1290      ,1348      ,,http://vocab.getty.edu/page/ulan/500004953,https://www.wikidata.org/wiki/Q366562,,1327,1348,"Tempera on wood, gold ground (tooled pattern added possibly in the late nineteenth century)",13 x 16 1/2 in. (33 x 41.9 cm),"Bequest of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436071,https://www.wikidata.org/wiki/Q19911798,,"Metropolitan Museum of Art, New York, NY",Suffering|Women|Saints,http://vocab.getty.edu/page/aat/300055184|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q5780945|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q43115,Bequest,George Blumenthal
99,41.190.12,0,0,1,436072,,European Paintings,1941.0,"Painting, central panel of a portable altarpiece",The Crucifixion,,,,,,16180,Artist,Workshop of,Bernardo Daddi,"Italian, Florence (?) ca. 1290–1348 Florence", ,"Daddi, Bernardo",Italian,1290      ,1348      ,,http://vocab.getty.edu/page/ulan/500004953,https://www.wikidata.org/wiki/Q366562,,1327,1348,"Tempera on wood, gold ground","Arched top, 18 3/4 x 10 1/4 in. (47.6 x 26 cm)","Bequest of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436072,https://www.wikidata.org/wiki/Q19905180,,"Metropolitan Museum of Art, New York, NY",Crucifixion|Mary Magdalene|Saint John the Evangelist|Virgin Mary|Christ,http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/ia/901000161|http://vocab.getty.edu/page/ia/901001171|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q63070|https://www.wikidata.org/wiki/Q328804|https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q642420,Bequest,George Blumenthal
100,32.100.70,0,0,1,436073,,European Paintings,1932.0,"Painting, triptych",Madonna and Child Enthroned with Saints,,,,,,16180,Artist,Workshop of,Bernardo Daddi,"Italian, Florence (?) ca. 1290–1348 Florence", ,"Daddi, Bernardo",Italian,1290      ,1348      ,,http://vocab.getty.edu/page/ulan/500004953,https://www.wikidata.org/wiki/Q366562,,1327,1348,"Tempera on wood, gold ground","Central panel, overall 19 1/2 x 11 1/4 in. (49.5 x 28.6 cm), painted surface 13 1/4 x 7 3/4 in. (33.7 x 19.7 cm); left wing 18 1/8 x 5 1/2 in. (46 x 14 cm); right wing 18 1/4 x 5 5/8 in. (46.4 x 14.3 cm)","The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436073,https://www.wikidata.org/wiki/Q19905245,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Crucifixion|Angels|Mary Magdalene|Saint Francis|Christ|Virgin Mary,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000161|http://vocab.getty.edu/page/ulan/500349636|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q63070|https://www.wikidata.org/wiki/Q676555|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q345,Collection,Michael Friedsam
101,41.100.15,0,0,1,436074,,European Paintings,1941.0,"Painting, left wing of a diptych",Madonna and Child Enthroned with Saints,,,,,,16180,Artist,Workshop of,Bernardo Daddi,"Italian, Florence (?) ca. 1290–1348 Florence", ,"Daddi, Bernardo",Italian,1290      ,1348      ,,http://vocab.getty.edu/page/ulan/500004953,https://www.wikidata.org/wiki/Q366562,,1327,1348,"Tempera on wood, gold ground",Overall 13 1/4 x 8 1/2 in. (33.7 x 21.6 cm); painted surface 13 x 8 1/8 in. (33 x 20.6 cm),"Gift of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436074,https://www.wikidata.org/wiki/Q19905403,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Saints|Saint Francis|Saint John the Baptist,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/ulan/500349636|http://vocab.getty.edu/page/ia/901001056,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q676555|https://www.wikidata.org/wiki/Q40662,Gift,George Blumenthal
102,69.283,0,0,1,436078,,European Paintings,1969.0,Painting,Charity,,,,,,16385,Artist, ,Cesare Dandini,"Italian, Florence 1596–1657 Florence", ,"Dandini, Cesare",Italian,1596      ,1657      ,,http://vocab.getty.edu/page/ulan/500008198,https://www.wikidata.org/wiki/Q1982670,ca. 1630,1625,1635,Oil on canvas,47 1/8 x 41 1/2 in. (119.7 x 105.4 cm),"Gift of Mr. and Mrs. Ralph Friedman, 1969",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436078,https://www.wikidata.org/wiki/Q19912074,,"Metropolitan Museum of Art, New York, NY",Infants|Women|Fire|Pitchers|Allegory,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300417275|http://vocab.getty.edu/page/aat/300194765|http://vocab.getty.edu/page/aat/300055866,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q3196|https://www.wikidata.org/wiki/Q132397|https://www.wikidata.org/wiki/Q18535,Gift,Mr. and Mrs. Ralph Friedman
103,06.1335.1b,0,0,1,436203,507.0,European Paintings,1906.0,"Painting, ceiling decoration",Dawn,,,,,,16184,Artist, ,Gaspare Diziani,"Italian, Belluno 1689–1767 Venice", ,"Diziani, Gaspare",Italian,1689      ,1767      ,,http://vocab.getty.edu/page/ulan/500018106,https://www.wikidata.org/wiki/Q744250,,1709,1767,Oil on canvas,78 x 94 1/2 in. (198.1 x 240 cm),"Rogers Fund, 1906",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436203,https://www.wikidata.org/wiki/Q19912495,,"Metropolitan Museum of Art, New York, NY",Dawn|Putti,http://vocab.getty.edu/page/aat/300343621|http://vocab.getty.edu/page/aat/300250465,https://www.wikidata.org/wiki/Q11326182|https://www.wikidata.org/wiki/Q284865,Purchase,Rogers Fund
104,1976.155.2,0,1,1,436205,601.0,European Paintings,1976.0,Painting,Landscape with Moses and the Burning Bush,,,,,,16385,Artist, ,Domenichino (Domenico Zampieri),"Italian, Bologna 1581–1641 Naples", ,Domenichino (Domenico Zampieri),Italian,1581      ,1641      ,,http://vocab.getty.edu/page/ulan/500018832,https://www.wikidata.org/wiki/Q320118,1610–16,1610,1616,Oil on copper,17 3/4 x 13 3/8 in. (45.1 x 34 cm),"Gift of Mr. and Mrs. Charles Wrightsman, 1976",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436205,https://www.wikidata.org/wiki/Q20167096,,"Metropolitan Museum of Art, New York, NY",Sheep|Fire|Landscapes|Moses,http://vocab.getty.edu/page/aat/300250284|http://vocab.getty.edu/page/aat/300417275|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/ia/901000167,https://www.wikidata.org/wiki/Q7368|https://www.wikidata.org/wiki/Q3196|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q9077,Gift,Mr. and Mrs. Charles Wrightsman
105,26.83,0,1,1,436208,,European Paintings,1926.0,Painting,The Three Ages of Humans,,,,,,16184,Artist, ,Dosso Dossi (Giovanni de Lutero),"Italian, Tramuschio ca. 1486–1541/42 Ferrara", ,"Dossi, Dosso (Giovanni de Lutero)",Italian,1486      ,1542      ,,http://vocab.getty.edu/page/ulan/500114963,https://www.wikidata.org/wiki/Q356777,,1512,1542,Oil on canvas,30 1/2 x 44 in. (77.5 x 111.8 cm),"Maria DeWitt Jesup Fund, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436208,https://www.wikidata.org/wiki/Q19911681,,"Metropolitan Museum of Art, New York, NY",Boys|Couples|Men|Women|Sheep,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300379217|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250284,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q219160|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q7368,Purchase,Maria DeWitt Jesup Fund
106,50.229.2,0,0,1,436299,,European Paintings,1950.0,"Painting, triptych","The Coronation of the Virgin, and Saints",,,,,,10763,Artist, ,Giovanni di Tano Fei,"Italian, Florentine, active 1384–1405", ,"Fei, Giovanni di Tano",Italian,1384      ,1405      ,,http://vocab.getty.edu/page/ulan/500013966,https://www.wikidata.org/wiki/Q21850531,1394,1394,1394,"Tempera on wood, gold ground","Overall, with shaped top and engaged frame, 78 3/8 x 76 in. (199.1 x 193 cm)","Gift of Robert Lehman, 1950",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436299,https://www.wikidata.org/wiki/Q19911807,,"Metropolitan Museum of Art, New York, NY",Saints|Coronation of the Virgin|Angels|Christ|Virgin Mary,http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/ia/901000780|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q1093370|https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q345,Gift,Robert Lehman
107,15.56,0,0,1,436300,,European Paintings,1915.0,Painting,Saints John the Evangelist and Lawrence,,,,,,10763,Artist, ,Defendente Ferrari,"Italian, Piedmontese, active 1510–31", ,"Ferrari, Defendente",Italian,1510      ,1531      ,,http://vocab.getty.edu/page/ulan/500009969,https://www.wikidata.org/wiki/Q43174,,1510,1531,Oil on wood,48 1/2 x 19 1/2 in. (123.2 x 49.5 cm),"Rogers Fund, 1915",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436300,https://www.wikidata.org/wiki/Q19912717,,"Metropolitan Museum of Art, New York, NY",Books|Saint John the Evangelist|Saint Lawrence|Chalices,http://vocab.getty.edu/page/aat/300028051|http://vocab.getty.edu/page/ia/901001171|http://vocab.getty.edu/page/ia/901001055|http://vocab.getty.edu/page/aat/300194762,https://www.wikidata.org/wiki/Q571|https://www.wikidata.org/wiki/Q328804|https://www.wikidata.org/wiki/Q17590|https://www.wikidata.org/wiki/Q210723,Purchase,Rogers Fund
108,1991.153,0,0,1,436301,601.0,European Paintings,1991.0,Painting,The Parable of the Mote and the Beam,,,,,,16187,Artist, ,Domenico Fetti,"Italian, Rome (?) 1591/92–1623 Venice", ,"Fetti, Domenico",Italian,1591      ,1623      ,,http://vocab.getty.edu/page/ulan/500115450,https://www.wikidata.org/wiki/Q551695,ca. 1619,1614,1624,Oil on wood,24 1/8 x 17 3/8 in. (61.3 x 44.1 cm),"Rogers Fund, 1991",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436301,https://www.wikidata.org/wiki/Q19905324,,"Metropolitan Museum of Art, New York, NY",Men|Parables,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300185342,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q208555,Purchase,Rogers Fund
109,30.31,0,0,1,436302,,European Paintings,1930.0,Painting,The Good Samaritan,,,,,,16187,Artist,Workshop of,Domenico Fetti,"Italian, Rome (?) 1591/92–1623 Venice", ,"Fetti, Domenico", ,1591      ,1623      ,,http://vocab.getty.edu/page/ulan/500115450,https://www.wikidata.org/wiki/Q551695,ca. 1618–22,1618,1622,Oil on wood,23 5/8 x 17 in. (60 x 43.2 cm),"Rogers Fund, 1930",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436302,https://www.wikidata.org/wiki/Q19911871,,"Metropolitan Museum of Art, New York, NY",Men|Donkeys,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300265959,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q3537778,Purchase,Rogers Fund
110,62.122.141,0,1,1,436310,,European Paintings,1962.0,Painting,Portrait of a Prelate,,,,,,16540,Artist, ,Lavinia Fontana,"Italian, Bologna 1552–1614 Rome", ,"Fontana, Lavinia", ,1552      ,1614      ,Female,http://vocab.getty.edu/page/ulan/500012612,https://www.wikidata.org/wiki/Q236050,ca. 1580,1575,1585,Oil on copper,Diameter 5 1/2 in. (14 cm),"Bequest of Millie Bruhl Fredrick, 1962",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436310,https://www.wikidata.org/wiki/Q19913064,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307,Bequest,Millie Bruhl Fredrick
111,30.95.293,0,0,1,436311,603.0,European Paintings,1930.0,Painting,Madonna and Child,,,,,,10765,Artist, ,Vincenzo Foppa,"Italian, Brescia, active by 1456–died 1515/16 Brescia", ,"Foppa, Vincenzo",Italian,1456      ,1516      ,,http://vocab.getty.edu/page/ulan/500010957,https://www.wikidata.org/wiki/Q222923,ca. 1480,1475,1485,"Tempera, oil, and gold on wood",17 1/4 x 12 5/8 in. (43.8 x 32.1 cm),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436311,https://www.wikidata.org/wiki/Q19911705,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699,Collection,Theodore M. Davis
112,20.182,0,0,1,436330,,European Paintings,1920.0,"Painting, fragment of a cassone panel",Goddess of Chaste Love,,,,,,16189,Artist, ,Francesco di Giorgio Martini,"Italian, Siena 1439–1501 Siena", ,Francesco di Giorgio Martini,Italian,1439      ,1501      ,,http://vocab.getty.edu/page/ulan/500115162,https://www.wikidata.org/wiki/Q434425,1468–75,1468,1475,Tempera and gold on wood,15 1/2 x 17 1/4 in. (39.4 x 43.8 cm),"Marquand Fund, 1920",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436330,https://www.wikidata.org/wiki/Q19912210,,"Metropolitan Museum of Art, New York, NY",Women|Griffins|Goddess|Chariots,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300379594|http://vocab.getty.edu/page/aat/300343852|http://vocab.getty.edu/page/aat/300212699,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q130223|https://www.wikidata.org/wiki/Q205985|https://www.wikidata.org/wiki/Q203788,Purchase,Marquand Fund
113,41.100.2,0,0,1,436331,956.0,European Paintings,1941.0,Painting,The Nativity,,,,,,16189,Artist, ,Francesco di Giorgio Martini,"Italian, Siena 1439–1501 Siena", ,Francesco di Giorgio Martini,Italian,1439      ,1501      ,,http://vocab.getty.edu/page/ulan/500115162,https://www.wikidata.org/wiki/Q434425,,1459,1501,Tempera on wood,Overall 20 3/4 x 23 5/8 in. (52.7 x 60 cm); painted surface 20 1/2 x 22 1/2 in. (52.1 x 57.2 cm); painted surface of reassembled work 33 1/4 in. (84.5 cm) high at center,"Gift of George Blumenthal, 1941. 41.100.2; National Gallery of Art, Washington, D.C. Samuel H. Kress Collection, 1952.5.8",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436331,https://www.wikidata.org/wiki/Q19911870,,"Metropolitan Museum of Art, New York, NY",Jesus|Nativity|Angels|God the Father|Joseph|Virgin Mary,http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000124|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000593|http://vocab.getty.edu/page/ia/901000953|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q302|https://www.wikidata.org/wiki/Q51628|https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q186350|https://www.wikidata.org/wiki/Q128267|https://www.wikidata.org/wiki/Q345,Gift,"George Blumenthal, D.C. Samuel H. Kress Collection"
114,65.220.1,0,0,1,436332,,European Paintings,1965.0,"Painting, altarpiece",Saint Roch,,,,,,16189,Artist, ,Francesco Francia,"Italian, Bologna ca. 1447–1517 Bologna", ,"Francia, Francesco",Italian,1447      ,1517      ,,http://vocab.getty.edu/page/ulan/500115527,https://www.wikidata.org/wiki/Q260057,1502,1502,1502,Tempera on wood,85 1/4 x 59 3/8 in. (216.5 x 150.8 cm),"Gift of George R. Hann, 1965",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436332,https://www.wikidata.org/wiki/Q19911977,,"Metropolitan Museum of Art, New York, NY",Saints|Men|God the Father,http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000593,https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q186350,Gift,George R. Hann
115,14.40.638,0,1,1,436333,606.0,European Paintings,1914.0,Painting,Federico Gonzaga (1500–1540),,,,,,16189,Artist, ,Francesco Francia,"Italian, Bologna ca. 1447–1517 Bologna", ,"Francia, Francesco",Italian,1447      ,1517      ,,http://vocab.getty.edu/page/ulan/500115527,https://www.wikidata.org/wiki/Q260057,1510,1510,1510,"Tempera on wood, transferred from wood to canvas and then again to wood",Overall 18 7/8 x 14 in. (47.9 x 35.6 cm); painted surface 17 3/4 x 13 1/2 in. (45.1 x 34.3 cm),"Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436333,https://www.wikidata.org/wiki/Q19911703,,"Metropolitan Museum of Art, New York, NY",Boys|Portraits,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q134307,Bequest,Benjamin Altman
116,1982.448,0,1,1,436334,606.0,European Paintings,1982.0,Painting,Madonna and Child,,,,,,16189,Artist, ,Francesco Francia,"Italian, Bologna ca. 1447–1517 Bologna", ,"Francia, Francesco",Italian,1447      ,1517      ,,http://vocab.getty.edu/page/ulan/500115527,https://www.wikidata.org/wiki/Q260057,1490s,1490,1499,Oil on wood,24 x 18 1/8 in. (61 x 46 cm),"Gift of Lewis C. Ledyard III, Mrs. Victor Onet, and Mrs. T. F. Turner, in memory of Lewis C. Ledyard, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436334,https://www.wikidata.org/wiki/Q19912336,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699,Gift,"Lewis C. Ledyard III, Mrs. Victor Onet, Mrs. T. F. Turner"
117,41.100.3,0,0,1,436335,,European Paintings,1941.0,Painting,Madonna and Child with Saints Francis and Jerome,,,,,,16189,Artist, ,Francesco Francia,"Italian, Bologna ca. 1447–1517 Bologna", ,"Francia, Francesco",Italian,1447      ,1517      ,,http://vocab.getty.edu/page/ulan/500115527,https://www.wikidata.org/wiki/Q260057,1500–10,1500,1510,Tempera on wood,Overall 29 1/2 x 22 3/8 in. (74.9 x 56.8 cm); painted surface 27 1/2 x 22 1/4 in. (69.9 x 56.5 cm),"Gift of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436335,https://www.wikidata.org/wiki/Q19905251,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Saint Francis|Saint Jerome,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ulan/500349636|http://vocab.getty.edu/page/ulan/500060933,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q676555|https://www.wikidata.org/wiki/Q44248,Gift,George Blumenthal
118,26.109,0,0,1,436422,,European Paintings,1926.0,Painting,The Nativity,,,,,,10767,Artist, ,Bernardino Fungai,"Italian, Sienese, 1460–1516 or later", ,"Fungai, Bernardino",Italian,1460      ,1516      ,,http://vocab.getty.edu/page/ulan/500028157,https://www.wikidata.org/wiki/Q338410,probably after 1500,1500,1516,Oil and gold on wood,Overall 55 3/8 x 40 1/2 in. (140.7 x 102.9 cm); painted surface 54 7/8 x 39 3/4 in. (139.4 x 101 cm),"Rogers Fund, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436422,https://www.wikidata.org/wiki/Q19912850,,"Metropolitan Museum of Art, New York, NY",Jesus|Nativity|Joseph|Virgin Mary,http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000124|http://vocab.getty.edu/page/ia/901000953|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q302|https://www.wikidata.org/wiki/Q51628|https://www.wikidata.org/wiki/Q128267|https://www.wikidata.org/wiki/Q345,Purchase,Rogers Fund
119,41.100.33,0,0,1,436428,,European Paintings,1941.0,Painting,The Trinity,,,,,,10767,Artist, ,Agnolo Gaddi,"Italian, Florentine, active by 1369–died 1396", ,"Gaddi, Agnolo",Italian,1369      ,1396      ,,http://vocab.getty.edu/page/ulan/500021601,https://www.wikidata.org/wiki/Q363296,ca. 1390–96,1390,1390,"Tempera on wood, gold ground","Overall, with arched top, 53 1/2 x 28 3/4 in. (135.9 x 73 cm); painted surface 51 1/8 x 27 7/8 in. (129.9 x 70.8 cm)","Gift of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436428,https://www.wikidata.org/wiki/Q19912089,,"Metropolitan Museum of Art, New York, NY",Doves|Gods|Crucifixion|Christ,http://vocab.getty.edu/page/aat/300250045|http://vocab.getty.edu/page/aat/300343851|http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q2984138|https://www.wikidata.org/wiki/Q178885|https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q642420,Gift,George Blumenthal
120,41.190.23,0,0,1,436429,,European Paintings,1941.0,Painting fragment,Saint Margaret and the Dragon,,,,,,10767,Artist,Workshop of,Agnolo Gaddi,"Italian, Florentine, active by 1369–died 1396", ,"Gaddi, Agnolo",Italian,1369      ,1396      ,,http://vocab.getty.edu/page/ulan/500021601,https://www.wikidata.org/wiki/Q363296,ca. 1390,1385,1395,"Tempera on wood, gold ground",9 1/8 x 8 in. (23.2 x 20.3 cm),"Bequest of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436429,https://www.wikidata.org/wiki/Q19912703,,"Metropolitan Museum of Art, New York, NY",Women|Dragons|Saints,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300375726|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q7559|https://www.wikidata.org/wiki/Q43115,Bequest,George Blumenthal
